"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"612","JUAN CLAUDIO I (L","febrero",7,14
"613","JUDITH (ART)","febrero",0,1
"614","KOKALECA III (ART)","febrero",1,29
"615","LAGO GENESARET (L","febrero",156,231
"616","LAUREANO V (L","febrero",98,132
"617","LAZARO (ART)","febrero",81,86
"618","LEONORA (L","febrero",233,295
"619","LICANTEN (IND)","febrero",0,0
"620","LIDER (IND)","febrero",86,314
"621","LIDIA C (ART)","febrero",0,16
"622","LINARES (ART)","febrero",33,124
"623","LOA 7 (IND)","febrero",0,1
"624","LOBA DE MAR (ART)","febrero",94,158
"625","LOBO DE AFUERA IV (ART)","febrero",0,1
"626","LONCO (IND)","febrero",58,190
"627","LONCONAO (ART)","febrero",1,27
"628","LONQUIMAY 2 (ART)","febrero",10,55
"629","LORETO V (ART)","febrero",0,1
"630","LUCIA PALMIRA (L","febrero",0,1
"631","LUIS ALBERTO I (L","febrero",125,213
"632","LUIS ALBERTO (L","febrero",83,184
"633","LUIS ANDRES I (L","febrero",108,214
"634","LUIS DAVID C (L","febrero",272,374
"635","LUZ ELENA (L","febrero",167,201
"636","MAIMAU I  (ART)","febrero",26,116
"637","MAMA EDITH (ART)","febrero",21,74
"638","MAMITA RITA (L","febrero",148,192
"639","MARBELLA II (ART)","febrero",27,36
"640","MARGOT MARIA (ART-TRP)","febrero",0,115
"641","MARIA CRUZ II (L","febrero",259,479
"642","MARIA EMPERATRIZ  III (IND)","febrero",10,14
"643","MARIA INES (L","febrero",135,273
"644","MARIA ISABEL (ART)","febrero",0,15
"645","MARIA JOSE (IND)","febrero",65,233
"646","MARIA LORETO (L","febrero",181,191
"647","MARIA M (L","febrero",123,199
"648","MARIA PABLA (ART)","febrero",12,42
"649","MARIA SOLEDAD II (ART)","febrero",48,132
"650","MARIELA SOLEDAD","febrero",119,198
"651","MARIO ALBERTO (L","febrero",118,167
"652","MARLIN (IND)","febrero",0,0
"653","MAR SEGUNDO (ART)","febrero",1,66
"654","MASTER (ART)","febrero",12,31
"655","MATIAS IGNACIO (L","febrero",221,370
"656","MAXIMO JAVIER (L","febrero",297,514
"657","MERO (IND)","febrero",3,5
"658","MILTON PATRICIO (L","febrero",286,396
"659","MOISES ABRAHAM (ART)","febrero",0,4
"660","MOISES II (ART)","febrero",179,263
"661","MORONI (L","febrero",66,139
"662","MUTRUN (L","febrero",125,176
"663","NEBRASKA (ART)","febrero",0,1
"664","NEFI (L","febrero",90,170
"665","NIEBLA","febrero",9,27
"666","NIÑA XIMENA (L","febrero",35,83
"667","NISSHIN MARU N°3 (IND)","febrero",211,377
"668","NOEMI SIMONEY (ART)","febrero",24,96
"669","OCEANIA (L","febrero",147,154
"670","OCEANI III (ART)","febrero",0,1
"671","ORCA (ART)","febrero",0,26
"672","ORIENTE (ART)","febrero",311,371
"673","ORION IV (ART)","febrero",0,35
"674","OSFRAMA (ART)","febrero",35,151
"675","OYSTER III (ART)","febrero",9,34
"676","PALMI II (ART)","febrero",10,49
"677","PALMI I (L","febrero",92,156
"678","PAOLA I (ART)","febrero",22,63
"679","PAOLA STEPHANIE (L","febrero",25,66
"680","PAPA MARAVILLA III (ART)","febrero",51,67
"681","PARINA I (IND)","febrero",2,6
"682","PATRICIA VANESSA (ART)","febrero",56,88
"683","PAULINA M (ART)","febrero",27,71
"684","PEHUENCHE (ART)","febrero",3,39
"685","PEHUENCO (IND)","febrero",82,220
"686","PELICANO (IND)","febrero",82,214
"687","PETROHUE I (ART)","febrero",1,2
"688","PIGARGO (ART)","febrero",0,4
"689","PILFICAN III (ART)","febrero",0,2
"690","PINITA (L","febrero",180,199
"691","POLACO I (ART-TRP)","febrero",0,7
"692","POLARIS II (IND)","febrero",202,407
"693","POLUX (IND)","febrero",207,336
"694","PUCARA (IND)","febrero",0,1
"695","PUERTO BRAVO (ART)","febrero",204,271
"696","PUERTO LINDO (ART)","febrero",170,365
"697","PUERTO TORO (FAB)","febrero",586,789
"698","PUERTO WILLIAMS (FAB)","febrero",490,867
"699","PUMA II (ART)","febrero",228,258
"700","PUNTA BRAVA (ART)","febrero",27,116
"701","PUNTA DE HUMO (L","febrero",140,194
"702","PUNTA DEL ESTE (L","febrero",170,314
"703","PUNTA TALCA (ART)","febrero",87,116
"704","QUERELEMA (IND)","febrero",154,454
"705","RAMIRO M (ART)","febrero",111,226
"706","RAPANUI (IND)","febrero",49,168
"707","RAQUEL I (ART)","febrero",12,75
"708","RELAMPAGO (IND)","febrero",0,18
"709","REY DAVID I","febrero",2,10
"710","REY DE REYES (ART)","febrero",125,185
"711","RICARDO I (ART)","febrero",12,39
"712","RIO JORDAN VII (L","febrero",182,263
"713","RIO MAULE I (ART)","febrero",0,1
"714","RIO QUEULE I (ART)","febrero",51,160
"715","RIO SIMPSON II (ART)","febrero",197,252
"716","RIO TOLTEN I (ART)","febrero",38,151
"717","RIO VALDIVIA (ART)","febrero",33,94
"718","ROLANDO (ART)","febrero",15,36
"719","RUCACH I (ART-TRP)","febrero",0,130
"720","RUTH (IND)","febrero",59,223
"721","SALMON (IND)","febrero",0,1
"722","SAMARITANO (ART)","febrero",26,78
"723","SAMARITANO I (ART)","febrero",21,59
"724","SAN CARLOS II (L","febrero",223,400
"725","SANDRITA I (ART)","febrero",0,15
"726","SANDY III (ART)","febrero",17,80
"727","SAN JOSE (IND)","febrero",64,179
"728","SAN SEBASTIAN I","febrero",0,36
"729","SANTA BARBARA II (L","febrero",264,419
"730","SANTA IRENE III (L","febrero",65,104
"731","SANTA ISABEL IV (L","febrero",196,359
"732","SANTA MARIA A (ART)","febrero",4,36
"733","SANTA MARIA II (IND)","febrero",0,3
"734","SANTA MARIA II (L","febrero",133,183
"735","SANTA PALESTINA I (L","febrero",77,137
"736","SANTA XIMENA II (L","febrero",18,31
"737","SARAY ESMERALDA - M    ART","febrero",0,2
"738","SARITA II (ART)","febrero",35,70
"739","SKORPION (IND)","febrero",100,147
"740","SKORPION II (ART)","febrero",158,248
"741","SOCOROMA II (ART)","febrero",0,5
"742","SOFIA MAGDALENA (ART)","febrero",16,60
"743","SOFIA M (L","febrero",195,238
"744","STA. ISABEL III (L","febrero",83,188
"745","STA. ISABEL I (L","febrero",65,187
"746","STELLA MARIS II (ART-TRP)","febrero",36,131
"747","SUREÑA (ART","febrero",0,5
"748","SUSANA (ART)","febrero",71,114
"749","SUSANA C (ART)","febrero",170,275
"750","SUSANA III (ART)","febrero",265,472
"751","TITIN (ART)","febrero",1,11
"752","TORNADO (IND)","febrero",0,1
"753","TOTO (ART)","febrero",0,42
"754","TRAVESIA (L","febrero",21,31
"755","TRINIDAD (ART)","febrero",27,117
"756","TSUNAMI S (ART)","febrero",0,7
"757","TUAREG I (ART)","febrero",0,3
"758","TUMBES (L","febrero",53,83
"759","TURIMAR III (ART)","febrero",1,8
"760","UNZEN (FAB)","febrero",13,136
"761","UZIEL II (ART)","febrero",66,117
"762","VALENCIA (ART)","febrero",4,32
"763","VALENTINA (L","febrero",2,118
"764","VENTISQUERO (IND)","febrero",66,198
"765","VENTURA I (L","febrero",82,119
"766","VESTERVEG (IND)","febrero",61,144
"767","VICHUQUEN II (IND)","febrero",74,236
"768","VIRGO (ART)","febrero",1,45
"769","XOLOT (ART)","febrero",26,78
"770","YARODAL II (TRP)","febrero",0,22
"771","YELCHO I (IND)","febrero",65,184
"772","YOLANDA FILOMENA (L","febrero",244,338
"773","YOLANDA II (L","febrero",32,102
"774","ABATE MOLINA","marzo",225,492
"775","ABEL (ART)","marzo",22,77
"776","ABRAHAM (ART)","marzo",21,45
"777","ABUELITA FLOR  (ART)","marzo",186,299
"778","ABUELITA FRESIA (L","marzo",189,214
"779","ACHERNAR (ART)","marzo",1,5
"780","ACUARIO I (ART)","marzo",392,529
"781","ACUARIO III (ART)","marzo",0,2
"782","ACUARIO IV (ART)","marzo",137,190
"783","ADRIANA   ART","marzo",1,9
"784","ADRIANA IX (ART)","marzo",2,14
"785","ADRIANA V (ART)","marzo",5,25
"786","ADRIANA X (ART)","marzo",2,15
"787","AGUILA REAL (ART)","marzo",17,42
"788","AGUILA REAL II (ART)","marzo",1,13
"789","ALBERTO M (ART)","marzo",14,71
"790","ALBIMER (IND)","marzo",41,205
"791","ALBORADA (ART)","marzo",0,18
"792","ALDEBARAN II (ART)","marzo",42,107
"793","ALDO Y FELIPE (L","marzo",262,309
"794","ALERCE (IND)","marzo",18,154
"795","ALFA I (L","marzo",137,257
"796","ALTAIR I (IND)","marzo",128,173
"797","AMADEUS II (ART)","marzo",19,46
"798","AMPARITO I (ART)","marzo",7,17
"799","ANA LUISA (ART)","marzo",3,7
"800","ANA MARIA (ART)","marzo",25,79
"801","ANDREA C (ART)","marzo",4,14
"802","ANGAMOS 2 (IND)","marzo",28,151
"803","ANGAMOS 3 (IND)","marzo",23,167
"804","ANGAMOS 4 (IND)","marzo",39,175
"805","ANGAMOS 9 (IND)","marzo",33,190
"806","ANGELA VALENTINA (ART)","marzo",5,17
"807","ANGELINA (ART)","marzo",1,4
"808","ANSELMO I (ART)","marzo",17,53
"809","ANTARES (IND)","marzo",105,256
"810","ANTARES II (ART)","marzo",3,81
"811","ANTARES IV (ART)","marzo",1,36
"812","ANTARES V (ART)","marzo",2,9
"813","AQUILES PANCHO I  (IND)","marzo",53,75
"814","ARAUCANA III (L","marzo",232,390
"815","ARKHOS I (ART)","marzo",23,57
"816","ARKHOS II (ART)","marzo",24,65
"817","ARKHOS III (ART)","marzo",28,73
"818","ARKHOS IV (ART)","marzo",26,64
"819","ARMANDO S (ART)","marzo",10,16
"820","ATACAMA IV (IND)","marzo",34,126
"821","ATACAMA V (IND)","marzo",27,184
"822","AUDAZ (IND)","marzo",29,177
"823","AVENTURERO (IND)","marzo",27,156
"824","AZARIEL (ART)","marzo",15,72
"825","BALLENITA I (ART)","marzo",1,6
"826","BANDURRIA (IND)","marzo",32,158
"827","BARRACUDA IV (IND)","marzo",32,177
"828","BEN HUR (ART-TRP)","marzo",60,131
"829","BENJAMIN (ART)","marzo",32,102
"830","BETANZOS (FAB)","marzo",0,29
"831","BETTY YULY (L","marzo",124,149
"832","BIO BIO (ART)","marzo",9,12
"833","BIOMAR IV (IND)","marzo",268,450
"834","BLANCA ESTELA (ART)","marzo",1,3
"835","BODANES (IND)","marzo",7,231
"836","BRENDA ESMERALDA (ART)","marzo",2,9
"837","BRISA (L","marzo",299,384
"838","BRUDER ALFA (ART-TRP)","marzo",0,78
"839","BRUMA (L","marzo",177,227
"840","BRYAN ALEJANDRO (ART)","marzo",1,85
"841","BUCANERO I (IND)","marzo",60,245
"842","BUENA FE II (L","marzo",280,352
"843","CAICAVEN (L","marzo",191,327
"844","CALYPSO III (L","marzo",124,295
"845","CAMIÑA (IND)","marzo",19,151
"846","CAMPARI III (ART)","marzo",1,48
"847","CANDELARIA (ART)","marzo",7,13
"848","CANDELARIA II (ART)","marzo",103,303
"849","CANOPUS III (ART)","marzo",1,1
"850","CAPELLO (ART)","marzo",5,8
"851","CARACOLA (L","marzo",289,330
"852","CARLA AGUSTIN (ART)","marzo",0,6
"853","CARLA BELEN I (L","marzo",135,289
"854","CARMENCHA (L","marzo",145,168
"855","CARMEN LORETO (ART)","marzo",0,1
"856","CAZADOR (IND)","marzo",46,202
"857","CECILIA III (ART)","marzo",2,21
"858","CENTURION 2000 (L","marzo",79,122
"859","CESAR MIGUEL (ART)","marzo",25,66
"860","CHANGO I (ART)","marzo",8,151
"861","CHENCO (ART)","marzo",13,31
"862","CHUBASCO I (ART)","marzo",51,214
"863","CISNE BLANCO (FAB)","marzo",409,613
"864","CLAUDIA ALEJANDRA (IND)","marzo",42,158
"865","CLAUDIA SOFIA (ART)","marzo",331,439
"866","CLAUDIO I (ART)","marzo",42,178
"867","COBRA (IND)","marzo",49,213
"868","COCHA (IND)","marzo",133,251
"869","COLLEN (IND)","marzo",30,120
"870","COÑA (L","marzo",226,323
"871","CONCEPCION (ART)","marzo",0,81
"872","CONY I (IND)","marzo",425,545
"873","CORAL I (IND)","marzo",0,0
"874","CORPESCA 2 (IND)","marzo",20,142
"875","CORPESCA I (IND)","marzo",21,140
"876","CORSARIO I (IND)","marzo",57,209
"877","COSTA GRANDE 1 (IND)","marzo",43,161
"878","COYI I (ART)","marzo",25,72
"879","COYI II (ART)","marzo",24,59
"880","CRISTIAN GUILLERMO (ART)","marzo",2,4
"881","CRISTINA (ART)","marzo",15,26
"882","CRISTOBAL (ART)","marzo",6,10
"883","DALCA (ART)","marzo",115,159
"884","DANIEL (ART)","marzo",27,97
"885","DANIELA S (ART)","marzo",109,153
"886","DANIEL NICOLAS (ART)","marzo",5,35
"887","DELFIN 2000 (ART)","marzo",21,106
"888","DELIA ROSA (ART)","marzo",6,17
"889","DEMETRIO II (L","marzo",90,129
"890","DIEGO BENJAMIN (ART)","marzo",269,331
"891","DIEGO ESTEBAN (ART)","marzo",4,6
"892","DOMENICA (ART)","marzo",3,8
"893","DOÑA AMANDA (L","marzo",329,416
"894","DOÑA BELLA (L","marzo",310,325
"895","DOÑA BERNARDA (L","marzo",43,117
"896","DOÑA CARMELA","marzo",22,96
"897","DON ADOLFO II (ART)","marzo",8,18
"898","DON ADRIAN II (L","marzo",132,329
"899","DON ADRIAN (L","marzo",118,293
"900","DOÑA JOVA 2DA (ART)","marzo",9,9
"901","DON ALAMIRO","marzo",0,12
"902","DON ALEJANDRO II (ART)","marzo",173,246
"903","DOÑA LETICIA (ART)","marzo",4,7
"904","DON ALEX (L","marzo",194,336
"905","DON ALFONSO (IND)","marzo",52,181
"906","DON ALFONSO II (ART)","marzo",47,101
"907","DON ALFONSO IV (L","marzo",422,512
"908","DON ALFREDO (L","marzo",313,459
"909","DOÑA MERCEDES (ART)","marzo",54,115
"910","DON ANGEL (ART)","marzo",4,22
"911","DOÑA NIEVES (L","marzo",102,137
"912","DON ANSELMO II (ART)","marzo",13,21
"913","DOÑA PILAR II (ART)","marzo",25,72
"914","DON ARMANDO (ART)","marzo",2,3
"915","DON ATILIO (ART)","marzo",51,194
"916","DON AUGUSTO (ART)","marzo",0,3
"917","DOÑA VIOLETA (ART)","marzo",6,9
"918","DON BASILIO (L","marzo",0,12
"919","DON BENITO II (ART)","marzo",58,213
"920","DON BENJA (ART)","marzo",287,442
"921","DON BORIS (IND)","marzo",62,216
"922","DON CARLOS (L","marzo",149,252
"923","DON CHELO II (ART)","marzo",5,8
"924","DON CHOLITO (ART)","marzo",28,67
"925","DON CLAUDIO (L/B)","marzo",3,7
"926","DON DANIEL I (L","marzo",5,27
"927","DON DANY (L","marzo",247,348
"928","DON DAVID II (ART)","marzo",0,60
"929","DON DEMETRIO III (ART)","marzo",3,6
"930","DON DIONISIO II (ART)","marzo",2,4
"931","DON EDMUNDO (IND)","marzo",56,146
"932","DON EDUARDO II (ART-TRP)","marzo",0,51
"933","DON ELEUTERIO (ART)","marzo",51,118
"934","DON ENRIQUE F (L","marzo",66,95
"935","DON ENZO (ART)","marzo",14,53
"936","DON ERNESTO AYALA MARFIL (IND)","marzo",26,171
"937","DON ERNESTO I (ART)","marzo",5,8
"938","DON FELIX III (L","marzo",232,284
"939","DON FELIX II (L","marzo",382,588
"940","DON FELIX (L","marzo",197,376
"941","DON FERNANDO I (ART)","marzo",1,4
"942","DON FRANCISCO I (ART)","marzo",0,19
"943","DON GERMAN I (L","marzo",262,413
"944","DON GILBERTO I (ART)","marzo",226,427
"945","DON GINO (IND)","marzo",31,164
"946","DON GUILLERMO I (ART)","marzo",1,6
"947","DON HUGO (ART)","marzo",1,2
"948","DON JAIME (ART)","marzo",16,29
"949","DON JOAQUIN  (ART)","marzo",55,197
"950","DON JOAQUIN II (ART)","marzo",3,15
"951","DON JORGE LUIS M (ART)","marzo",5,10
"952","DON JORGE M (ART)","marzo",152,210
"953","DON JOSE (LM)","marzo",9,36
"954","DON JOSE EDGARDO (ART)","marzo",60,172
"955","DON JOSE I (ART)","marzo",26,62
"956","DON JUAN C (ART)","marzo",3,6
"957","DON JUAN I (ART)","marzo",9,9
"958","DON JUAN M (ART)","marzo",16,36
"959","DON JULIAN (ART)","marzo",2,6
"960","DON JULIO (BZA)","marzo",278,594
"961","DON KAKO (ART)","marzo",1,8
"962","DON LINO (ART)","marzo",166,291
"963","DON LOLO (ART)","marzo",6,18
"964","DON LUCHO III (ART)","marzo",5,12
"965","DON LUIS (LM)","marzo",42,123
"966","DON LUIS ALBERTO (ART)","marzo",12,36
"967","DON LUIS ALBERTO II (ART)","marzo",39,117
"968","DON LUIS D (ART)","marzo",0,4
"969","DON MANUEL (IND)","marzo",67,232
"970","DON MANUEL R (ART)","marzo",11,30
"971","DON MARCIAL (L","marzo",73,282
"972","DON MATEO (ART)","marzo",30,116
"973","DON MATEO I (ART)","marzo",138,179
"974","DON MATIAS I (L","marzo",390,523
"975","DON MAURICIO I (ART)","marzo",27,44
"976","DON MAXI (ART)","marzo",137,176
"977","DON MIGUEL (ART)","marzo",3,17
"978","DON MIGUEL II (ART)","marzo",4,8
"979","DON NENE (ART)","marzo",143,249
"980","DON NESTOR (L","marzo",238,450
"981","DON NORMA (ART)","marzo",9,22
"982","DON OSCAR (ART)","marzo",13,22
"983","DON PANCRACIO (ART)","marzo",54,262
"984","DON PASCUAL (ART)","marzo",0,2
"985","DON PATRICIO I (ART)","marzo",1,2
"986","DON PEDRO M (ART)","marzo",6,8
"987","DON PEPE (ART)","marzo",3,18
"988","DON PONCHO II (ART)","marzo",4,28
"989","DON RAUL I (ART)","marzo",1,76
"990","DON RICARDO (ART)","marzo",1,4
"991","DON RICARDO II (ART)","marzo",3,6
"992","DON ROBERT (ART)","marzo",15,20
"993","DON RODRIGO B (ART)","marzo",18,40
"994","DON RUFINO II (ART)","marzo",50,114
"995","DON SAMUEL II (ART)","marzo",2,3
"996","DON SEBASTIAN (L","marzo",18,70
"997","DON STEFAN (IND)","marzo",174,332
"998","DON TITO (IND)","marzo",44,159
"999","DON TITO R (ART)","marzo",3,12
"1000","DON TOMAS (L","marzo",281,470
"1001","DON ULMES (ART)","marzo",31,127
"1002","DON VICTORINO (ART)","marzo",11,44
"1003","EBENEZER II (ART)","marzo",28,84
"1004","EBEN EZER III (ART)","marzo",5,9
"1005","EDEN I (ART)","marzo",4,6
"1006","EL BELA (ART)","marzo",0,5
"1007","EL CHILE (ART)","marzo",5,18
"1008","EL CID (ART)","marzo",56,196
"1009","ELENA S (IND)","marzo",0,40
"1010","ELOISA II (ART)","marzo",4,6
"1011","EL PACIFICO (ART)","marzo",4,26
"1012","EL ROBLE (L","marzo",115,162
"1013","EL YEYE (ART)","marzo",0,0
"1014","EMELINDA (ART)","marzo",5,14
"1015","ENRIQUETA (ART)","marzo",45,134
"1016","EPERVA 49 (IND)","marzo",25,126
"1017","EPERVA 51 (IND)","marzo",33,185
"1018","EPERVA 56 (IND)","marzo",18,182
"1019","EPERVA 61 (IND)","marzo",22,82
"1020","EPERVA 62 (IND)","marzo",40,185
"1021","EPERVA 65 (IND)","marzo",34,149
"1022","EPERVA 66 (IND)","marzo",31,187
"1023","ERICK GABRIEL (ART-TRP)","marzo",0,20
"1024","ERIKA (IND)","marzo",0,19
"1025","ESTRELLA DE DAVID (ART)","marzo",3,5
"1026","ESTRELLA DE SUR (L","marzo",2,14
"1027","ESTRELLA III (ART)","marzo",39,164
"1028","ESTURION (ART)","marzo",2,7
"1029","EUGENIO (ART)","marzo",0,20
"1030","FEIDIPIDES (L","marzo",1,12
"1031","FELIPE EDUARDO (ART)","marzo",0,3
"1032","FERNANDO ANDRES III (TRP-V)","marzo",95,204
"1033","FERNANDO ANDRES II (L","marzo",331,582
"1034","FITZ ROY (ART-TRP)","marzo",1,41
"1035","FLOPY I (ART)","marzo",199,418
"1036","FLORENCIA (ART)","marzo",1,8
"1037","FLORINA I (ART)","marzo",3,6
"1038","FOCHE (IND)","marzo",134,265
"1039","FORTUNA IV (ART)","marzo",67,291
"1040","FORTUNA V (ART)","marzo",47,213
"1041","FRAPOLI (L","marzo",198,448
"1042","FRIOSUR IX (IND)","marzo",491,594
"1043","FRIOSUR X (IND)","marzo",598,743
"1044","GALEON II (ART)","marzo",9,11
"1045","GALILEA I (ART)","marzo",28,66
"1046","GAROTA (ART)","marzo",30,93
"1047","GAROTA I (ART)","marzo",49,115
"1048","GAROTA II (ART)","marzo",25,105
"1049","GAROTA III (ART)","marzo",40,118
"1050","GAROTA IV (ART)","marzo",22,108
"1051","GAROTA V (ART)","marzo",40,120
"1052","GENESIS ELENA (ART)","marzo",32,58
"1053","GIANFRANCO (ART)","marzo",6,10
"1054","GIANLUCA (ART)","marzo",19,87
"1055","GIANPIERO I","marzo",37,84
"1056","GILDA HEIDY (ART)","marzo",5,25
"1057","GIMAR I (ART)","marzo",0,1
"1058","GLOBAL PESCA II (FAB)","marzo",462,731
"1059","GLOBAL PESCA III (FAB)","marzo",502,808
"1060","GREISIS NICOL II (ART)","marzo",9,109
"1061","GRINGO (IND)","marzo",177,319
"1062","GUAJACHE II (ART)","marzo",22,57
"1063","GUANAYE 2 (IND)","marzo",145,309
"1064","GUAYACAN I (ART)","marzo",0,41
"1065","GUERRERO DE PACIFICO (ART)","marzo",336,436
"1066","GUILLERMO I (ART)","marzo",67,229
"1067","HALCON (IND)","marzo",16,171
"1068","HALCON I (ART)","marzo",16,34
"1069","HECTOR ALFREDO (L","marzo",108,278
"1070","HERACLES (L","marzo",211,290
"1071","HERIVAL II (ART)","marzo",44,126
"1072","HUANAY (L","marzo",87,101
"1073","HURACAN (IND)","marzo",28,172
"1074","HURACAN I (ART)","marzo",1,20
"1075","ICALMA (IND)","marzo",34,165
"1076","IMPERIO AUSTRAL (ART)","marzo",0,2
"1077","INDEPENDENCIA II (ART)","marzo",0,1
"1078","INGRID FERNANDA (ART)","marzo",119,172
"1079","INTREPIDO (IND)","marzo",29,174
"1080","ISAAC (ART)","marzo",3,31
"1081","ISAAC II (ART)","marzo",24,74
"1082","ISAAC M (ART)","marzo",3,5
"1083","ISAURA I (ART)","marzo",15,49
"1084","ISIDORA I (ART)","marzo",3,38
"1085","ISIDORA I     ART","marzo",23,61
"1086","ISLA LLAHUEN (ART)","marzo",0,15
"1087","ISLA PICTON","marzo",2,23
"1088","ISLA TABON (L","marzo",145,169
"1089","IVETH I (L","marzo",131,206
"1090","JACKIE (L","marzo",280,486
"1091","JACOB-ISRAEL (ART)","marzo",4,10
"1092","JAIRO ELI (ART)","marzo",3,7
"1093","JAQUELINE (ART)","marzo",43,63
"1094","JAVIER (IND)","marzo",69,300
"1095","JEPE I (ART)","marzo",43,115
"1096","JERUSALEN 2 (ART)","marzo",26,52
"1097","J J (ART)","marzo",32,78
"1098","JOEL I (ART)","marzo",2,7
"1099","JORGE ANDRES (ART)","marzo",3,7
"1100","JORGE HERNAN M (ART)","marzo",3,16
"1101","JORGE VI (TRP)","marzo",22,40
"1102","JOSE BASILIO (L","marzo",57,126
"1103","JOSE LUIS (ART)","marzo",297,406
"1104","JOSE SEBASTIAN (ART)","marzo",18,51
"1105","JOSUE (ART)","marzo",36,113
"1106","JOYA DEL PACIFICO (L","marzo",155,180
"1107","JOYA II (L","marzo",215,485
"1108","JOYA I (L","marzo",21,37
"1109","JUAN CLAUDIO (ART)","marzo",205,272
"1110","JUAN CLAUDIO II (L","marzo",253,404
"1111","JUAN CLAUDIO I (L","marzo",240,417
"1112","JUAN I (L","marzo",236,270
"1113","JUDITH (ART)","marzo",0,2
"1114","KALI (ART)","marzo",69,219
"1115","KAREN PAMELA (ART)","marzo",0,1
"1116","KAWESCAR (ART)","marzo",23,58
"1117","KIMY II (ART)","marzo",3,12
"1118","KIPPERNES (ART)","marzo",10,17
"1119","KOKALECA III (ART)","marzo",0,16
"1120","KORMORAN 2DO (ART)","marzo",3,18
"1121","LA ANGELITA (ART)","marzo",60,129
"1122","LAGO GENESARET (L","marzo",34,59
"1123","LAGO RANCO (ART)","marzo",1,6
"1124","LAUCA (ART)","marzo",8,22
"1125","LAUREANO V (L","marzo",63,87
"1126","LAZARO (ART)","marzo",42,51
"1127","LEONORA (L","marzo",225,359
"1128","LICANTEN (IND)","marzo",25,133
"1129","LIDER (IND)","marzo",26,176
"1130","LIDIA C (ART)","marzo",318,404
"1131","LINARES (ART)","marzo",4,25
"1132","LOA 1 (IND)","marzo",20,108
"1133","LOA 2 (IND)","marzo",25,119
"1134","LOA 7 (IND)","marzo",33,124
"1135","LOBA DE MAR (ART)","marzo",35,52
"1136","LOBO DE AFUERA IV (ART)","marzo",23,76
"1137","LOBO DE AFUERA V (ART)","marzo",20,75
"1138","LONCO (IND)","marzo",81,230
"1139","LONQUIMAY (ART)","marzo",0,6
"1140","LONQUIMAY 2 (ART)","marzo",67,214
"1141","LORETO V (ART)","marzo",23,59
"1142","LOS VILOS II (ART)","marzo",0,3
"1143","LUCAS I (ART)","marzo",5,10
"1144","LUIS ALBERTO I (L","marzo",284,372
"1145","LUIS ALBERTO (L","marzo",373,568
"1146","LUIS ALFONSO I (L","marzo",302,427
"1147","LUIS ANDRES I (L","marzo",305,447
"1148","LUIS DAVID C (L","marzo",185,250
"1149","LUZ ELENA (L","marzo",288,375
"1150","MACEDONIA I (ART)","marzo",3,5
"1151","MAGDALENA II (ART)","marzo",0,1
"1152","MAIMAU I  (ART)","marzo",62,257
"1153","MAMA ANTONIA (L","marzo",61,124
"1154","MAMITA RITA (L","marzo",237,317
"1155","MARBELLA II (ART)","marzo",27,56
"1156","MARCELO RODOLFO (ART)","marzo",34,73
"1157","MARCO POLO (ART)","marzo",3,8
"1158","MAR DE LIGURIA (ART)","marzo",13,26
"1159","MARGOT MARIA IV (ART)","marzo",13,55
"1160","MARIA BELEN (ART)","marzo",0,2
"1161","MARIA CRUZ II (L","marzo",249,384
"1162","MARIA ELENA (ART)","marzo",3,10
"1163","MARIA EMPERATRIZ  III (IND)","marzo",61,84
"1164","MARIA EUGENIA M (L","marzo",251,511
"1165","MARIA INES (L","marzo",383,527
"1166","MARIA ISABEL (ART)","marzo",3,15
"1167","MARIA JOSE (IND)","marzo",60,209
"1168","MARIA LORETO (L","marzo",420,464
"1169","MARIA M (L","marzo",347,513
"1170","MARIA PABLA (ART)","marzo",26,93
"1171","MARIA SOLEDAD II (ART)","marzo",48,133
"1172","MARIA TRINIDAD (ART)","marzo",2,11
"1173","MARICIA (ART)","marzo",1,3
"1174","MARIELA SOLEDAD","marzo",136,202
"1175","MARIO ALBERTO (L","marzo",69,109
"1176","MARISELA I (ART)","marzo",12,17
"1177","MARJUXI IV (L","marzo",153,268
"1178","MARLIN (IND)","marzo",31,161
"1179","MAR PRIMERO (ART)","marzo",7,9
"1180","MAR SEGUNDO (ART)","marzo",2,117
"1181","MARTIN RENATO (ART)","marzo",22,79
"1182","MARVENTO (ART)","marzo",0,2
"1183","MARY PAZ II (ART)","marzo",45,95
"1184","MASTER (ART)","marzo",17,49
"1185","MATIAS (ART)","marzo",10,11
"1186","MATIAS IGNACIO (L","marzo",155,315
"1187","MATIAS NICOLAS (ART)","marzo",7,22
"1188","MATIAS R (ART)","marzo",12,14
"1189","MATILDA (ART)","marzo",3,17
"1190","MAULINA IV (ART)","marzo",9,24
"1191","MAULINA V (ART)","marzo",0,0
"1192","MAXIMO JAVIER (L","marzo",238,418
"1193","MERO (IND)","marzo",29,169
"1194","MESANA (ART)","marzo",0,1
"1195","MILTON PATRICIO (L","marzo",313,479
"1196","MISIONERA II (ART) 153076","marzo",18,37
"1197","MISIONERA III (ART)","marzo",1,3
"1198","MOISES ABRAHAM (ART)","marzo",7,20
"1199","MOISES II (ART)","marzo",61,81
"1200","MORONI (L","marzo",150,312
"1201","MUTRUN (L","marzo",251,309
