"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"618","EL ROBLE (L","julio",0,9
"619","ESTRELLA II (ART)","julio",11,56
"620","GUANAYE 2 (IND)","julio",0,4
"621","HECTOR ALFREDO (L","julio",0,8
"622","HERMINIA I (ART)","julio",9,15
"623","HURACAN I (ART)","julio",7,17
"624","ISLA ORCAS (IND)","julio",15,66
"625","JOSUE SEGUNDO  LB","julio",3,10
"626","JUAN CLAUDIO III   LB","julio",0,9
"627","JUAN CLAUDIO II (L","julio",0,8
"628","KIPPERNES (ART)","julio",8,22
"629","LA VICTORIA (ART)","julio",4,6
"630","LIDER (IND)","julio",0,6
"631","LIDIA C (ART)","julio",2,10
"632","LONQUIMAY (ART)","julio",0,1
"633","LUIS ALBERTO (L","julio",0,5
"634","LUIS ALFONSO I (L","julio",0,4
"635","LUIS DAVID C (L","julio",0,9
"636","MARBELLA II (ART)","julio",15,19
"637","MARIA CRUZ II (L","julio",0,7
"638","MARIA ISABEL (ART)","julio",1,5
"639","MARIA JESUS I (ART)","julio",11,16
"640","MARIA JOSE (IND)","julio",1,15
"641","MESANA (ART)","julio",14,26
"642","NAGASAKI (ART)","julio",0,3
"643","NAZARETH II (ART)","julio",1,2
"644","NUESTRA SRA DE LA TIRANA II (IND)","julio",1,2
"645","OSCAR ALONSO (L","julio",0,5
"646","PEDRO L (L","julio",9,25
"647","PEHUENCO (IND)","julio",0,5
"648","PELICANO (IND)","julio",0,7
"649","POLARIS II (IND)","julio",55,78
"650","POLUX (IND)","julio",35,69
"651","PUERTO BALLARTA (ART)","julio",2,9
"652","QUERELEMA (IND)","julio",2,20
"653","RAPANUI (IND)","julio",0,10
"654","RICARDO I (ART)","julio",0,4
"655","RIMALFREDAN II (ART)","julio",4,13
"656","RUTH (IND)","julio",0,6
"657","SADAN (ART)","julio",0,2
"658","SANDRITA I (ART)","julio",3,6
"659","SAN JOSE (IND)","julio",0,12
"660","SARAY ESMERALDA - M    ART","julio",0,5
"661","SHIMANE (ART)","julio",1,3
"662","SOCOROMA II (ART)","julio",13,18
"663","SOFIA-A (ART)","julio",4,10
"664","SOFIA M (L","julio",0,4
"665","SUSANA C (ART)","julio",4,10
"666","TIO CHITO (ART)","julio",8,13
"667","TOCONAO (ART)","julio",2,9
"668","TOME II (ART)","julio",6,12
"669","UZIEL II (ART)","julio",20,21
"670","VALENTINA ARACELI (L","julio",0,8
"671","VENTISQUERO (IND)","julio",0,5
"672","YELCHO I (IND)","julio",0,7
"673","YENNY (ART)","julio",3,10
