"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"603","SANTA XIMENA II (L","marzo",179,245
"604","SARAY ESMERALDA - M    ART","marzo",0,5
"605","SARITA II (ART)","marzo",16,31
"606","SHIMANE (ART)","marzo",3,10
"607","SIXTO ABRAHAM (ART)","marzo",4,11
"608","SIXTO ABRAHAM I (ART)","marzo",2,2
"609","SOFIA-A (ART)","marzo",0,19
"610","SOFIA M (L","marzo",293,378
"611","SOTILEZA (ART)","marzo",2,7
"612","STA XIMENA (L","marzo",110,272
"613","SUSANA (ART)","marzo",31,56
"614","SUSANA III (ART)","marzo",206,271
"615","TIO CHITO (ART)","marzo",1,5
"616","TOCONAO (ART)","marzo",3,10
"617","TOME II (ART)","marzo",1,5
"618","TSUNAMI S (ART)","marzo",4,6
"619","TUMBES (L","marzo",46,65
"620","TURIMAR II (ART)","marzo",1,4
"621","TURIMAR III (ART)","marzo",3,12
"622","UNIONSUR (FAB)","marzo",0,1
"623","UZIEL II (ART)","marzo",58,113
"624","VENTISQUERO (IND)","marzo",5,48
"625","VENTURA I (L","marzo",35,51
"626","VESTERVEG (IND)","marzo",2,18
"627","VICTOR GUILLERMO (ART)","marzo",3,6
"628","YELCHO I (IND)","marzo",1,20
"629","YENNY (ART)","marzo",0,2
"630","YOLANDA S (ART)","marzo",0,5
"631","YOSHIRA (ART)","marzo",2,7
"632","YOVANKA (L","marzo",104,275
"633","ACHERNAR (ART)","abril",66,135
"634","ACUARIO IV (ART)","abril",102,118
"635","ADONAI (ART)","abril",10,22
"636","ADRIANA (ART)","abril",43,132
"637","ADRIANA   ART","abril",6,32
"638","ADRIANA IX (ART)","abril",62,185
"639","ADRIANA V (ART)","abril",67,142
"640","ADRIANA X (ART)","abril",57,184
"641","AGUILA REAL II (ART)","abril",36,81
"642","ALTAIR I (IND)","abril",70,136
"643","AMPARITO I (ART)","abril",2,24
"644","ANA LUISA (ART)","abril",32,88
"645","ANA MARIA (ART)","abril",24,66
"646","ANDREA C (ART)","abril",74,143
"647","ANGELA VALENTINA (ART)","abril",88,163
"648","ANGELINA (ART)","abril",32,65
"649","ANSELMO I (ART)","abril",26,94
"650","ANTARES (IND)","abril",94,130
"651","ANTARES V (ART)","abril",41,109
"652","ARAUCO II (IND)","abril",0,11
"653","ARMANDO S (ART)","abril",51,175
"654","AZARIEL (ART)","abril",24,85
"655","BALLENITA I (ART)","abril",5,18
"656","BIO BIO (ART)","abril",28,68
"657","BLANCA ESTELA (ART)","abril",17,49
"658","BONN (IND)","abril",77,199
"659","BRENDA ESMERALDA (ART)","abril",58,126
"660","BUCANERO I (IND)","abril",6,65
"661","CANAAN (ART)","abril",7,18
"662","CANDELARIA (ART)","abril",50,133
"663","CANOPUS III (ART)","abril",28,80
"664","CAPELLO (ART)","abril",24,69
"665","CARLA AGUSTIN (ART)","abril",20,60
"666","CARLOS EMILIO (ART)","abril",4,20
"667","CARLOS PATRICIO (ART)","abril",74,171
"668","CARMEN LORETO (ART)","abril",15,34
"669","CAZADOR (IND)","abril",11,105
"670","CECILIA III (ART)","abril",70,171
"671","CELINA I (ART)","abril",32,83
"672","CENTURION 2000 (L","abril",163,203
"673","CHANGO (ART)","abril",31,84
"674","CLAUDIA SOFIA (ART)","abril",207,270
"675","COBRA (IND)","abril",0,9
"676","CORSARIO I (IND)","abril",13,73
"677","CRISTIAN GUILLERMO (ART)","abril",22,75
"678","CRISTINA (ART)","abril",1,5
"679","CRISTOBAL (ART)","abril",67,164
"680","DALCA (ART)","abril",101,146
"681","DANIELA S (ART)","abril",101,129
"682","DELIA ROSA (ART)","abril",34,80
"683","DEMETRIO II (L","abril",19,25
"684","DENNISSE MACARENA I (ART)","abril",0,1
"685","DIEGO ESTEBAN (ART)","abril",41,152
"686","DOMENICA (ART)","abril",41,144
"687","DOÑA CATALINA","abril",13,50
"688","DOÑA CLAUDINA","abril",0,3
"689","DOÑA COCA (ART)","abril",4,10
"690","DON ADOLFO II (ART)","abril",48,125
"691","DOÑA GLADYS II (ART)","abril",36,147
"692","DOÑA JOVA 2DA (ART)","abril",38,88
"693","DOÑA LETICIA (ART)","abril",5,6
"694","DON ALFONSO (IND)","abril",15,55
"695","DOÑA MARGARITA C (ART)","abril",28,97
"696","DON ANGEL (ART)","abril",68,142
"697","DON ANSELMO II (ART)","abril",53,164
"698","DON ARMANDO (ART)","abril",21,66
"699","DON ARNALDO (ART)","abril",8,36
"700","DON AUGUSTO (ART)","abril",15,50
"701","DOÑA VIOLETA (ART)","abril",35,66
"702","DON BENJA (ART)","abril",43,86
"703","DON BORIS (IND)","abril",8,101
"704","DON BRUNO","abril",7,20
"705","DON CARLOS (L","abril",145,248
"706","DON CHELO II (ART)","abril",23,80
"707","DON CLAUDIO (L/B)","abril",55,162
"708","DON DANIEL I (L","abril",77,162
"709","DON DANY (L","abril",222,376
"710","DON DAVID II (ART)","abril",162,193
"711","DON DEMETRIO III (ART)","abril",51,139
"712","DON DIONISIO II (ART)","abril",60,139
"713","DON EDMUNDO (IND)","abril",10,62
"714","DON EMILIO (ART)","abril",24,66
"715","DON EMILIO IV (ART)","abril",5,23
"716","DON ENRI II   ART","abril",0,14
"717","DON ENRIQUE F (L","abril",2,16
"718","DON ERNESTO I (ART)","abril",23,71
"719","DON FERNANDO I (ART)","abril",41,120
"720","DON FERNANDO II (ART)","abril",26,42
"721","DON GILBERTO I (ART)","abril",117,259
"722","DON GUILLERMO I (ART)","abril",37,104
"723","DON HUGO (ART)","abril",18,97
"724","DON JAIME (ART)","abril",359,463
"725","DON JEAN PIERRE (ART)","abril",13,18
"726","DON JOAQUIN II (ART)","abril",71,137
"727","DON JORGE LUIS M (ART)","abril",42,127
"728","DON JOSE IV (ART)_1322","abril",10,17
"729","DON JUAN C (ART)","abril",50,146
"730","DON JUAN I (ART)","abril",39,83
"731","DON JUAN M (ART)","abril",5,25
"732","DON JULIAN (ART)","abril",18,74
"733","DON JULIO (BZA)","abril",108,197
"734","DON KAKO (ART)","abril",58,113
"735","DON LEONEL (ART)","abril",39,105
"736","DON LOLO (ART)","abril",34,101
"737","DON LUCHO III (ART)","abril",42,126
"738","DON LUIS ALBERTO (ART)","abril",14,68
"739","DON LUIS ALBERTO II (ART)","abril",34,127
"740","DON LUIS D (ART)","abril",50,128
"741","DON MANUEL (IND)","abril",10,66
"742","DON MANUEL R (ART)","abril",3,24
"743","DON MATEO (ART)","abril",71,181
"744","DON MATEO I (ART)","abril",103,125
"745","DON MATIAS I (L","abril",0,15
"746","DON MAURICIO I (ART)","abril",77,116
"747","DON MAXI (ART)","abril",104,142
"748","DON MIGUEL (ART)","abril",43,99
"749","DON MIGUEL II (ART)","abril",49,153
"750","DON NORMA (ART)","abril",4,31
"751","DON PASCUAL (ART)","abril",28,79
"752","DON PATRICIO I (ART)","abril",29,61
"753","DON PEDRO M (ART)","abril",18,57
"754","DON PEPE (ART)","abril",64,124
"755","DON PONCHO II (ART)","abril",0,2
"756","DON RICARDO (ART)","abril",5,28
"757","DON RICARDO II (ART)","abril",6,17
"758","DON ROBERT (ART)","abril",54,129
"759","DON RODRIGO B (ART)","abril",70,171
"760","DON SAMUEL II (ART)","abril",35,108
"761","DON TITO (IND)","abril",17,98
"762","DON TITO R (ART)","abril",67,124
"763","DON VALENTIN (ART)","abril",50,110
"764","DON VICENTE I (ART)","abril",109,149
"765","DON WILLY (ART)","abril",18,27
"766","EBEN EZER III (ART)","abril",62,178
"767","EDEN I (ART)","abril",54,143
"768","EL ACUARIO I (ART)","abril",19,31
"769","ELOISA II (ART)","abril",49,97
"770","EL ROBLE (L","abril",257,368
"771","EL YEYE (ART)","abril",19,42
"772","EMELINDA (ART)","abril",64,138
"773","ESPERANZA I (ART)","abril",184,242
"774","ESTRELLA DE DAVID (ART)","abril",23,83
"775","ESTRELLA DE SUR (L","abril",2,16
"776","ESTRELLA II (ART)","abril",31,50
"777","ESTURION (ART)","abril",25,61
"778","FLORENCIA (ART)","abril",43,175
"779","FLORINA I (ART)","abril",45,138
"780","GALEON II (ART)","abril",81,147
"781","GALILEA I (ART)","abril",29,72
"782","GENESIS ELENA (ART)","abril",54,76
"783","GIANFRANCO (ART)","abril",54,142
"784","GIANLUCA (ART)","abril",59,118
"785","GILDA HEIDY (ART)","abril",5,28
"786","GLACIAR I (ART)","abril",8,28
"787","GUANAYE 2 (IND)","abril",29,139
"788","GUERRERO DE PACIFICO (ART)","abril",238,296
"789","HALCON I (ART)","abril",14,60
"790","HECTOR ALFREDO (L","abril",189,350
"791","HERMINIA I (ART)","abril",13,47
"792","HUMBOLDT II (ART)","abril",0,2
"793","HURACAN I (ART)","abril",0,2
"794","INGRID FERNANDA (ART)","abril",112,164
"795","ISAAC (ART)","abril",64,140
"796","ISAAC M (ART)","abril",54,129
"797","IVETH I (L","abril",62,101
"798","JACOB-ISRAEL (ART)","abril",53,144
"799","JAIRO ELI (ART)","abril",62,149
"800","JAQUELINE (ART)","abril",104,136
"801","JERUSALEN 2 (ART)","abril",67,145
"802","JOEL I (ART)","abril",25,52
"803","JORGE ANDRES (ART)","abril",63,157
"804","JORGE HERNAN M (ART)","abril",29,111
"805","JOSE LUIS (ART)","abril",141,182
"806","JOSE SEBASTIAN (ART)","abril",4,14
"807","JOSUE (ART)","abril",15,34
"808","JOSUE SEGUNDO  LB","abril",38,83
"809","JOYA II (L","abril",181,346
"810","JOYA I (L","abril",69,88
"811","JUAN BAUTISTA (L","abril",31,76
"812","JUAN CLAUDIO (ART)","abril",345,395
"813","JUAN CLAUDIO III   LB","abril",139,203
"814","JUAN CLAUDIO II (L","abril",205,385
"815","JUAN CLAUDIO I (L","abril",217,387
"816","JUAN MARCELO (ART)","abril",30,96
"817","KIMY II (ART)","abril",43,108
"818","KIPPERNES (ART)","abril",24,83
"819","KORMORAN 2DO (ART)","abril",49,152
"820","LAGO GENESARET (L","abril",73,118
"821","LAGO RANCO (ART)","abril",89,176
"822","LAUCA (ART)","abril",1,19
"823","LA VICTORIA (ART)","abril",18,52
"824","LIDER (IND)","abril",4,48
"825","LOBA DE MAR (ART)","abril",107,194
"826","LONCO (IND)","abril",8,78
"827","LONQUIMAY (ART)","abril",54,114
"828","LOS VILOS II (ART)","abril",35,97
"829","LUCAS I (ART)","abril",58,176
"830","LUIS ALBERTO I (L","abril",222,294
"831","LUIS ALBERTO (L","abril",221,261
"832","LUIS ANDRES I (L","abril",285,348
"833","LUIS DAVID C (L","abril",0,8
"834","MACEDONIA I (ART)","abril",26,60
"835","MAGDALENA II (ART)","abril",14,76
"836","MAMITA INES (ART)","abril",0,12
"837","MARBELLA II (ART)","abril",17,34
"838","MARCO POLO (ART)","abril",54,118
"839","MAR DE LIGURIA (ART)","abril",5,27
"840","MARIA CRUZ II (L","abril",199,349
"841","MARIA ISABEL (ART)","abril",69,152
"842","MARIA JESUS I (ART)","abril",22,66
"843","MARIA JOSE (IND)","abril",9,80
"844","MARIA M (L","abril",267,315
"845","MARIA TRINIDAD (ART)","abril",78,137
"846","MARICIA (ART)","abril",16,37
"847","MARIO ALBERTO (L","abril",81,120
"848","MARISELA I (ART)","abril",0,3
"849","MARJUXI IV (L","abril",237,331
"850","MAR PRIMERO (ART)","abril",80,185
"851","MAR SEGUNDO (ART)","abril",74,174
"852","MARTIN RENATO (ART)","abril",53,136
"853","MARVENTO (ART)","abril",51,132
"854","MASTER I (ART)","abril",35,112
"855","MATIAS (ART)","abril",22,36
"856","MATIAS IGNACIO (L","abril",99,183
"857","MATIAS NICOLAS (ART)","abril",67,129
"858","MATIAS R (ART)","abril",52,136
"859","MATILDA (ART)","abril",7,17
"860","MAULINA IV (ART)","abril",2,13
"861","MAULINA V (ART)","abril",2,9
"862","MESANA (ART)","abril",12,46
"863","MILTON PATRICIO (L","abril",226,299
"864","MISIONERA II (ART) 153076","abril",2,8
"865","MISIONERA III (ART)","abril",18,63
"866","MOISES ABRAHAM (ART)","abril",2,5
"867","NAGASAKI (ART)","abril",9,26
"868","NAZARETH II (ART)","abril",30,72
"869","NEBRASKA (ART)","abril",40,121
"870","NELY NICOLE II","abril",35,116
"871","NIÑA XIMENA (L","abril",71,210
"872","NUESTRA SRA DE LA TIRANA II (IND)","abril",66,98
"873","OSCAR ALONSO (L","abril",152,345
"874","OVNIS (ART)","abril",64,113
"875","PAOLA I (ART)","abril",50,152
"876","PAOLA STEPHANIE (L","abril",190,255
"877","PAPA MARAVILLA III (ART)","abril",85,137
"878","PAULINA M (ART)","abril",29,122
"879","PEDRO L (L","abril",47,105
"880","PEHUENCO (IND)","abril",15,62
"881","PELICANO (IND)","abril",6,85
"882","POLARIS II (IND)","abril",54,126
"883","POSEIDON II (ART)","abril",34,84
"884","PUERTO BALLARTA (ART)","abril",4,15
"885","PUERTO BRAVO (ART)","abril",15,19
"886","PUNTA MAULE II (ART)","abril",37,129
"887","PUNTA VERDE I","abril",31,92
"888","QUERELEMA (IND)","abril",35,119
"889","QUIMERA (ART)","abril",38,121
"890","RAPANUI (IND)","abril",12,51
"891","RAUL CESAR (ART)","abril",79,210
"892","RAUL M (ART)","abril",45,136
"893","REY DE REYES (ART)","abril",112,152
"894","RICARDO I (ART)","abril",1,14
"895","RICARDO JESUS (ART)","abril",35,93
"896","RIEKA I (ART)","abril",34,98
"897","RIMALFREDAN II (ART)","abril",18,47
"898","RIO JORDAN IV (ART)","abril",56,155
"899","RIO JORDAN VII (L","abril",55,120
"900","RIO JORDAN X (ART)","abril",55,158
"901","RIO SIMPSON II (ART)","abril",85,111
"902","RODRIGO (ART)","abril",31,86
"903","RODRIGO I (ART)","abril",42,103
"904","RUBY FRANCISCA (ART)","abril",52,151
"905","RUTH (IND)","abril",28,119
"906","SADAN (ART)","abril",14,39
"907","SANDRITA I (ART)","abril",76,166
"908","SAN JOSE (IND)","abril",8,80
"909","SANTA AIDA I (ART)","abril",56,121
"910","SANTA IRENE III (L","abril",221,323
"911","SANTA MARIA II (IND)","abril",0,10
"912","SANTA PALESTINA I (L","abril",189,265
"913","SANTA XIMENA II (L","abril",0,10
"914","SARAY ESMERALDA - M    ART","abril",35,123
"915","SARITA II (ART)","abril",34,59
"916","SHIMANE (ART)","abril",47,136
"917","SIXTO ABRAHAM (ART)","abril",33,103
"918","SIXTO ABRAHAM I (ART)","abril",64,116
"919","SOCOROMA II (ART)","abril",26,56
"920","SOFIA-A (ART)","abril",60,133
"921","SOFIA M (L","abril",179,233
"922","SOTILEZA (ART)","abril",55,134
"923","STA XIMENA (L","abril",124,228
"924","SUSANA (ART)","abril",76,121
"925","SUSANA C (ART)","abril",0,8
"926","TIO CHITO (ART)","abril",57,117
"927","TOCONAO (ART)","abril",12,36
"928","TOME (ART)","abril",17,29
"929","TOME II (ART)","abril",12,59
"930","TSUNAMI S (ART)","abril",63,133
"931","TUMBES (L","abril",170,295
"932","TURIMAR II (ART)","abril",25,61
"933","TURIMAR III (ART)","abril",19,53
"934","UNIONSUR (FAB)","abril",0,11
"935","UZIEL II (ART)","abril",70,114
"936","VENTISQUERO (IND)","abril",58,206
"937","VERONICA ALEJANDRA (ART)","abril",20,74
"938","VESTERVEG (IND)","abril",1,16
"939","VICHUQUEN II (IND)","abril",6,53
"940","VICTOR GUILLERMO (ART)","abril",21,71
"941","XIMENA I (ART)","abril",28,114
"942","YELCHO I (IND)","abril",0,32
"943","YENNY (ART)","abril",17,34
"944","YOLANDA S (ART)","abril",9,29
"945","YOSHIRA (ART)","abril",48,98
"946","YOVANKA (L","abril",155,387
"947","YUCATAN (L","abril",132,229
"948","ABATE MOLINA","mayo",144,206
"949","ACHERNAR (ART)","mayo",59,173
"950","ACUARIO IV (ART)","mayo",76,84
"951","ADONAI (ART)","mayo",8,30
"952","ADRIANA (ART)","mayo",37,151
"953","ADRIANA IX (ART)","mayo",25,102
"954","ADRIANA V (ART)","mayo",44,177
"955","ADRIANA X (ART)","mayo",67,237
"956","AGUILA REAL II (ART)","mayo",2,9
"957","ALFA I (L","mayo",28,72
"958","ALTAIR I (IND)","mayo",95,143
"959","AMPARITO I (ART)","mayo",2,5
"960","ANA LUISA (ART)","mayo",28,73
"961","ANDREA C (ART)","mayo",28,99
"962","ANGELA VALENTINA (ART)","mayo",68,218
"963","ANGELINA (ART)","mayo",42,117
"964","ANSELMO I (ART)","mayo",3,25
"965","ANTARES (IND)","mayo",20,58
"966","ANTARES V (ART)","mayo",57,182
"967","ARAUCANA III (L","mayo",57,123
"968","ARMANDO S (ART)","mayo",45,137
"969","AZARIEL (ART)","mayo",48,106
"970","BIO BIO (ART)","mayo",62,191
"971","BLANCA ESTELA (ART)","mayo",7,9
"972","BONN (IND)","mayo",111,315
"973","BRENDA ESMERALDA (ART)","mayo",22,51
"974","BUCANERO I (IND)","mayo",11,89
"975","CANAAN (ART)","mayo",38,131
"976","CANDELARIA (ART)","mayo",99,273
"977","CANOPUS III (ART)","mayo",42,135
"978","CAPELLO (ART)","mayo",98,221
"979","CARLA AGUSTIN (ART)","mayo",35,100
"980","CARLOS EMILIO (ART)","mayo",31,88
"981","CARLOS PATRICIO (ART)","mayo",37,117
"982","CARMEN LORETO (ART)","mayo",35,70
"983","CAZADOR (IND)","mayo",48,282
"984","CECILIA III (ART)","mayo",56,215
"985","CELINA I (ART)","mayo",33,101
"986","CENTURION 2000 (L","mayo",117,137
"987","CHANGO (ART)","mayo",63,198
"988","CLAUDIA SOFIA (ART)","mayo",150,264
"989","COBRA (IND)","mayo",14,133
"990","CONY I (IND)","mayo",289,369
"991","CORAL I (IND)","mayo",0,11
"992","CORSARIO I (IND)","mayo",16,140
"993","CRISTIAN GUILLERMO (ART)","mayo",39,89
"994","CRISTOBAL (ART)","mayo",51,121
"995","DALCA (ART)","mayo",81,103
"996","DANIELA S (ART)","mayo",113,180
"997","DEMETRIO II (L","mayo",0,17
"998","DIEGO ESTEBAN (ART)","mayo",46,175
"999","DOMENICA (ART)","mayo",54,221
"1000","DOÑA CATALINA","mayo",17,51
"1001","DOÑA CLAUDINA","mayo",0,16
"1002","DOÑA COCA (ART)","mayo",11,19
"1003","DON ADOLFO II (ART)","mayo",15,58
"1004","DOÑA GLADYS II (ART)","mayo",24,112
"1005","DOÑA JOVA 2DA (ART)","mayo",56,167
"1006","DON ALFONSO (IND)","mayo",25,203
"1007","DOÑA MARGARITA C (ART)","mayo",62,188
"1008","DON ANGEL (ART)","mayo",36,123
"1009","DON ANSELMO II (ART)","mayo",44,173
"1010","DON ARMANDO (ART)","mayo",25,57
"1011","DON ARNALDO (ART)","mayo",20,42
"1012","DOÑA VIOLETA (ART)","mayo",28,88
"1013","DON BENJA (ART)","mayo",44,124
"1014","DON BORIS (IND)","mayo",44,222
"1015","DON BRUNO","mayo",40,128
"1016","DON CARLOS (L","mayo",182,353
"1017","DON CHELO II (ART)","mayo",21,64
"1018","DON CLAUDIO (L/B)","mayo",42,134
"1019","DON DANIEL I (L","mayo",57,219
"1020","DON DANILO F (ART)","mayo",23,49
"1021","DON DANY (L","mayo",79,152
"1022","DON DAVID II (ART)","mayo",211,259
"1023","DON DEMETRIO III (ART)","mayo",82,207
"1024","DON DIONISIO II (ART)","mayo",60,185
"1025","DON EDMUNDO (IND)","mayo",18,144
"1026","DON EMILIO (ART)","mayo",15,53
"1027","DON EMILIO IV (ART)","mayo",8,29
"1028","DON ENRI II   ART","mayo",54,146
"1029","DON ENRIQUE F (L","mayo",16,42
"1030","DON ERNESTO I (ART)","mayo",28,103
"1031","DON FERNANDO I (ART)","mayo",29,106
"1032","DON FERNANDO II (ART)","mayo",65,146
"1033","DON GILBERTO I (ART)","mayo",76,90
"1034","DON GUILLERMO I (ART)","mayo",45,140
"1035","DON HUGO (ART)","mayo",43,140
"1036","DON IGEL (L","mayo",49,73
"1037","DON JAIME (ART)","mayo",33,104
"1038","DON JEAN PIERRE (ART)","mayo",106,130
"1039","DON JOAQUIN II (ART)","mayo",27,104
"1040","DON JORGE","mayo",0,20
"1041","DON JORGE LUIS M (ART)","mayo",95,268
"1042","DON JUAN C (ART)","mayo",40,149
"1043","DON JUAN I (ART)","mayo",39,80
"1044","DON JULIAN (ART)","mayo",35,113
"1045","DON JULIO (BZA)","mayo",11,71
"1046","DON KAKO (ART)","mayo",61,171
"1047","DON LEONEL (ART)","mayo",21,54
"1048","DON LOLO (ART)","mayo",47,153
"1049","DON LUCHO III (ART)","mayo",21,66
"1050","DON LUIS ALBERTO (ART)","mayo",16,53
"1051","DON LUIS ALBERTO II (ART)","mayo",19,73
"1052","DON LUIS D (ART)","mayo",76,224
"1053","DON MANUEL (IND)","mayo",39,239
"1054","DON MATEO (ART)","mayo",82,264
"1055","DON MATEO I (ART)","mayo",25,28
"1056","DON MATIAS I (L","mayo",0,47
"1057","DON MAURICIO I (ART)","mayo",35,64
"1058","DON MAXI (ART)","mayo",77,156
"1059","DON MIGUEL (ART)","mayo",23,87
"1060","DON NORMA (ART)","mayo",4,12
"1061","DON PASCUAL (ART)","mayo",15,50
"1062","DON PATRICIO I (ART)","mayo",0,1
"1063","DON PEDRO M (ART)","mayo",25,77
"1064","DON PEPE (ART)","mayo",44,122
"1065","DON RICARDO (ART)","mayo",4,37
"1066","DON RICARDO II (ART)","mayo",15,65
"1067","DON ROBERT (ART)","mayo",67,191
"1068","DON TITO (IND)","mayo",23,174
"1069","DON TITO R (ART)","mayo",59,206
"1070","DON VALENTIN (ART)","mayo",35,130
"1071","DON VICENTE I (ART)","mayo",107,160
"1072","EBEN EZER III (ART)","mayo",32,121
"1073","EDEN I (ART)","mayo",58,201
"1074","EL ACUARIO I (ART)","mayo",54,102
"1075","ELOISA II (ART)","mayo",52,142
"1076","EL ROBLE (L","mayo",4,36
"1077","EL YEYE (ART)","mayo",41,117
"1078","EMELINDA (ART)","mayo",41,114
"1079","ERIKA (IND)","mayo",0,10
"1080","ESPERANZA I (ART)","mayo",27,55
"1081","ESTRELLA DE DAVID (ART)","mayo",39,127
"1082","ESTRELLA DEL SUR (L","mayo",0,6
"1083","ESTRELLA II (ART)","mayo",40,68
"1084","ESTURION (ART)","mayo",11,52
"1085","FLORENCIA (ART)","mayo",36,137
"1086","FLORINA I (ART)","mayo",35,135
"1087","FRANCISCO JAVIER (ART)","mayo",6,23
"1088","GALEON II (ART)","mayo",64,157
"1089","GENESIS ELENA (ART)","mayo",18,37
"1090","GIANFRANCO (ART)","mayo",27,65
"1091","GIANLUCA (ART)","mayo",25,78
"1092","GLACIAR I (ART)","mayo",18,73
"1093","GRINGO (IND)","mayo",0,2
"1094","GUANAYE 2 (IND)","mayo",51,165
"1095","GUERRERO DE PACIFICO (ART)","mayo",189,263
"1096","HECTOR ALFREDO (L","mayo",184,362
"1097","HERMINIA I (ART)","mayo",37,91
"1098","HURACAN I (ART)","mayo",14,43
"1099","INGRID FERNANDA (ART)","mayo",104,152
"1100","ISAAC (ART)","mayo",50,168
"1101","ISAAC M (ART)","mayo",13,59
"1102","IVETH I (L","mayo",57,123
"1103","JACOB-ISRAEL (ART)","mayo",122,346
"1104","JAIRO ELI (ART)","mayo",58,150
"1105","JAQUELINE (ART)","mayo",80,111
"1106","JERUSALEN 2 (ART)","mayo",5,16
"1107","JOEL I (ART)","mayo",67,209
"1108","JORGE ANDRES (ART)","mayo",64,222
"1109","JORGE HERNAN M (ART)","mayo",21,128
"1110","JOSE LUIS (ART)","mayo",0,3
"1111","JOSUE SEGUNDO  LB","mayo",47,211
"1112","JOYA II (L","mayo",70,132
"1113","JOYA I (L","mayo",24,34
"1114","JUAN BAUTISTA (L","mayo",0,15
"1115","JUAN CLAUDIO (ART)","mayo",180,223
"1116","JUAN CLAUDIO III   LB","mayo",150,212
"1117","JUAN CLAUDIO II (L","mayo",221,325
"1118","JUAN CLAUDIO I (L","mayo",125,227
"1119","JUAN MARCELO (ART)","mayo",36,130
"1120","KIMY II (ART)","mayo",74,203
"1121","KIPPERNES (ART)","mayo",42,189
"1122","KORMORAN 2DO (ART)","mayo",36,155
"1123","LAGO GENESARET (L","mayo",45,105
"1124","LAGO RANCO (ART)","mayo",50,129
"1125","LA JIBIA (L","mayo",0,17
"1126","LA VICTORIA (ART)","mayo",22,98
"1127","LIDER (IND)","mayo",11,80
"1128","LIDIA C (ART)","mayo",30,87
"1129","LOBA DE MAR (ART)","mayo",50,132
"1130","LONCO (IND)","mayo",27,192
"1131","LONQUIMAY (ART)","mayo",55,136
"1132","LOS VILOS II (ART)","mayo",30,95
"1133","LUCAS I (ART)","mayo",43,98
"1134","LUIS ALBERTO I (L","mayo",147,208
"1135","LUIS ALBERTO (L","mayo",125,196
"1136","LUIS ALFONSO I (L","mayo",0,13
"1137","LUIS ANDRES I (L","mayo",133,218
"1138","LUIS DAVID C (L","mayo",0,13
"1139","LUZ ELENA (L","mayo",1,1
"1140","MACEDONIA I (ART)","mayo",10,22
"1141","MAGDALENA II (ART)","mayo",6,17
"1142","MARBELLA II (ART)","mayo",24,45
"1143","MARCO POLO (ART)","mayo",29,96
"1144","MAR DE LIGURIA (ART)","mayo",24,53
"1145","MARIA CRUZ II (L","mayo",78,154
"1146","MARIA ISABEL (ART)","mayo",41,146
"1147","MARIA JESUS I (ART)","mayo",113,283
"1148","MARIA JOSE (IND)","mayo",23,155
"1149","MARIA M (L","mayo",96,141
"1150","MARIA TRINIDAD (ART)","mayo",65,192
"1151","MARICIA (ART)","mayo",2,4
"1152","MARIO ALBERTO (L","mayo",67,107
"1153","MAR PRIMERO (ART)","mayo",74,267
"1154","MAR SEGUNDO (ART)","mayo",6,18
"1155","MARVENTO (ART)","mayo",50,169
"1156","MASTER I (ART)","mayo",30,116
"1157","MATIAS NICOLAS (ART)","mayo",53,185
"1158","MATIAS R (ART)","mayo",59,211
"1159","MAXIMO JAVIER (L","mayo",107,158
"1160","MESANA (ART)","mayo",38,87
"1161","MILTON PATRICIO (L","mayo",114,167
"1162","MISIONERA III (ART)","mayo",39,121
"1163","MOISES II (ART)","mayo",97,130
"1164","MORONI (L","mayo",62,97
"1165","NAGASAKI (ART)","mayo",27,99
"1166","NAZARETH II (ART)","mayo",10,28
"1167","NEBRASKA (ART)","mayo",33,109
"1168","NELY NICOLE II","mayo",11,55
"1169","NIÑA XIMENA (L","mayo",73,280
"1170","NUESTRA SRA DE LA TIRANA II (IND)","mayo",98,159
"1171","OSCAR ALONSO (L","mayo",0,31
"1172","OVNIS (ART)","mayo",109,192
"1173","PAOLA I (ART)","mayo",64,163
"1174","PAOLA STEPHANIE (L","mayo",265,415
"1175","PAPA MARAVILLA III (ART)","mayo",101,131
"1176","PAULINA M (ART)","mayo",47,210
"1177","PEDRO L (L","mayo",79,234
"1178","PEHUENCO (IND)","mayo",5,51
"1179","PELICANO (IND)","mayo",17,71
"1180","POLARIS II (IND)","mayo",95,266
"1181","POSEIDON II (ART)","mayo",18,41
"1182","PUERTO BALLARTA (ART)","mayo",4,23
"1183","PUERTO BRAVO (ART)","mayo",57,81
"1184","PUNTA MAULE II (ART)","mayo",0,4
"1185","PUNTA VERDE I","mayo",35,111
"1186","QUERELEMA (IND)","mayo",21,125
"1187","QUIMERA (ART)","mayo",60,162
"1188","RAPANUI (IND)","mayo",33,170
"1189","RAUL CESAR (ART)","mayo",43,123
"1190","RAUL M (ART)","mayo",41,174
"1191","REY DEL PACIFICO (ART)","mayo",59,115
"1192","REY DE REYES (ART)","mayo",57,101
"1193","RICARDO I (ART)","mayo",0,16
"1194","RICARDO JESUS (ART)","mayo",55,180
"1195","RIEKA I (ART)","mayo",54,148
"1196","RIMALFREDAN II (ART)","mayo",20,67
"1197","RIO JORDAN IV (ART)","mayo",87,252
"1198","RIO JORDAN VII (L","mayo",12,30
"1199","RIO JORDAN X (ART)","mayo",84,299
